stop_id,title,latitude,longitude,routes
222401,Danyliuka,49.798014,24.038968,"[{'name': '37', 'transport_type': 'marshrutka'}]"
222402,Chukarina St (Shkola),49.798074,24.043552,"[{'name': '37', 'transport_type': 'marshrutka'}]"
222403,Chukarina St (Shkola),49.797956,24.043662,"[{'name': '37', 'transport_type': 'marshrutka'}]"
222414,Proteznyi Zavod,49.836605,23.96853,"[{'name': '17', 'transport_type': 'marshrutka'}]"
222419,v. Velyki Hrybovychi (Dublianska St),49.91026,24.069537,"[{'name': '56', 'transport_type': 'marshrutka'}]"
222421,v. Velyki Hrybovychi (Sadova St),49.911352,24.055195,"[{'name': '56', 'transport_type': 'marshrutka'}]"
222422,v. Velyki Hrybovychi (Sadova St),49.911428,24.054248,"[{'name': '56', 'transport_type': 'marshrutka'}]"
222462,Viktoriia Hardens Mall,49.806096,23.979554,"[{'name': '45', 'transport_type': 'marshrutka'}, {'name': '51', 'transport_type': 'marshrutka'}]"
222513,Dubliany,49.904499,24.086682,"[{'name': '56', 'transport_type': 'marshrutka'}]"
222514,v. Velyki Hrybovychi (Dublianska St),49.910376,24.069674,"[{'name': '56', 'transport_type': 'marshrutka'}]"
222517,Dolishnia St,49.837352,24.066978,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222541,Poliklinika #4,49.789626,24.058666,"[{'name': '7', 'transport_type': 'marshrutka'}, {'name': '11', 'transport_type': 'marshrutka'}, {'name': '19', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
222542,Danyliuka,49.797979,24.039113,"[{'name': '37', 'transport_type': 'marshrutka'}]"
222543,Richka Zubra,49.79663,24.039185,"[{'name': '37', 'transport_type': 'marshrutka'}]"
222547,Romodanivska St,49.835802,24.072986,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
222548,Vyzvolna St,49.843334,24.086255,"[{'name': '19', 'transport_type': 'marshrutka'}]"
222549,Vyzvolna St,49.8431,24.086196,"[{'name': '19', 'transport_type': 'marshrutka'}]"
222550,Dukhnovycha St,49.847013,24.081205,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222551,Dukhnovycha St,49.84715,24.081408,"[{'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222552,Koledzh telekomunikatsii,49.809579,24.008672,"[{'name': '11', 'transport_type': 'marshrutka'}]"
222558,Dnisterska St,49.818096,24.057928,"[{'name': '43', 'transport_type': 'marshrutka'}]"
222559,Dnisterska St,49.818224,24.058087,"[{'name': '43', 'transport_type': 'marshrutka'}]"
222562,Monholska,49.850591,24.079526,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222563,Monholska,49.850742,24.079319,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '39', 'transport_type': 'marshrutka'}, {'name': '39A', 'transport_type': 'marshrutka'}]"
222568,Nasinna St,49.818503,23.977355,"[{'name': '51', 'transport_type': 'marshrutka'}]"
222569,Nasinna St,49.818337,23.976164,"[{'name': '51', 'transport_type': 'marshrutka'}]"
222572,Piatyi park,49.841978,23.959253,"[{'name': '34', 'transport_type': 'marshrutka'}]"
222573,Piatyi park,49.842085,23.960014,"[{'name': '34', 'transport_type': 'marshrutka'}]"
222575,Bandrivskoho St,49.845818,23.982641,"[{'name': '17', 'transport_type': 'marshrutka'}]"
222576,Ozerna St,49.845994,23.98313,"[{'name': '17', 'transport_type': 'marshrutka'}]"
222597,Briukhovychi (Vesniana St),49.899228,23.961474,"[{'name': '22', 'transport_type': 'marshrutka'}]"
222605,v. Velyki Hrybovychi (AZS),49.909493,24.054224,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
222606,v. Velyki Hrybovychi (AZS),49.909194,24.05456,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
222616,Khlibzavod,49.831136,23.970591,"[{'name': '11', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}, {'name': '32', 'transport_type': 'marshrutka'}]"
222625,Pidzamche Station,49.851778,24.032879,"[{'name': '62', 'transport_type': 'marshrutka'}]"
222627,Subotivska St,49.847847,23.966109,"[{'name': '17', 'transport_type': 'marshrutka'}]"
222629,Kalnyshevskoho St,49.848704,23.969482,"[{'name': '17', 'transport_type': 'marshrutka'}]"
222630,Kalnyshevskoho St,49.84842,23.96975,"[{'name': '17', 'transport_type': 'marshrutka'}]"
223491,v. Malekhiv,49.885725,24.059448,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
223492,v. Malekhiv,49.885803,24.059153,"[{'name': '56', 'transport_type': 'marshrutka'}, {'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}, {'name': '62', 'transport_type': 'marshrutka'}, {'name': '63', 'transport_type': 'marshrutka'}]"
223495,Zashkiv Station,49.95539,23.98996,"[{'name': '58', 'transport_type': 'marshrutka'}, {'name': '59', 'transport_type': 'marshrutka'}]"
223500,v. Zavadiv,49.945753,23.965427,"[{'name': '58', 'transport_type': 'marshrutka'}]"
224296,v. Velyki Hrybovychi,49.911382,24.053371,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224297,v. Velyki Hrybovychi,49.911296,24.053363,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224300,v. Velyki Hrybovychi (tserkva),49.91182,24.038251,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224301,v. Velyki Hrybovychi (tserkva),49.911662,24.037509,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224302,Dachi,49.912087,24.030414,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224303,Dachi,49.911959,24.031106,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224304,Dachi Rema,49.912381,24.017973,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224305,Dachi Rema,49.912665,24.017511,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224306,v. Mali Hrybovychi,49.918495,24.012705,"[{'name': '62', 'transport_type': 'marshrutka'}]"
224338,Shevchenka St,49.783638,24.067515,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224352,Pyrohivka St,49.807382,24.075947,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224353,Pyrohivka St,49.807329,24.076423,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224359,Shuvar Mall,49.79816,24.048297,"[{'name': '37', 'transport_type': 'marshrutka'}]"
224488,Modem,49.806884,24.064467,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224489,Modem,49.807052,24.064487,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224490,Trembita Fabryka,49.807461,24.069316,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224491,Trembita Fabryka,49.807315,24.06982,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224492,Pymonenka St,49.808966,24.078458,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224493,Pymonenka St,49.809032,24.078839,"[{'name': '19', 'transport_type': 'marshrutka'}]"
224563,v. Zarudtsi,49.971584,23.973994,"[{'name': '59', 'transport_type': 'marshrutka'}]"
225461,v. Mali Pidlisky,49.91967,24.160184,"[{'name': '60', 'transport_type': 'marshrutka'}]"
225462,v. Sytykhiv,49.927102,24.114343,"[{'name': '60', 'transport_type': 'marshrutka'}]"
225993,Shchurata St,49.878986,24.036475,"[{'name': '55', 'transport_type': 'marshrutka'}]"
225994,Holoskivskyi tsvyntar,49.888554,24.020384,"[{'name': '55', 'transport_type': 'marshrutka'}]"
225995,Holoskivskyi tsvyntar,49.888595,24.020229,"[{'name': '55', 'transport_type': 'marshrutka'}]"
226139,v. Volia-Homuletska (mahazyn),49.931422,24.006418,"[{'name': '63', 'transport_type': 'marshrutka'}]"
226140,v. Volia-Homuletska (mahazyn),49.931548,24.006275,"[{'name': '63', 'transport_type': 'marshrutka'}]"
226142,v. Hriada,49.934196,24.042037,"[{'name': '63', 'transport_type': 'marshrutka'}]"
226149,Bihova St,49.840632,24.091919,"[{'name': '23', 'transport_type': 'marshrutka'}]"
226184,Plastova St,49.85937,24.072448,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226185,Plastova St,49.859624,24.071856,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226186,Polova St,49.859932,24.064283,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226187,Polova St,49.859829,24.064436,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226440,Try Slony,49.830006,23.905793,"[{'name': '21', 'transport_type': 'marshrutka'}]"
226441,Bus Station #6,49.836381,24.070458,"[{'name': '19', 'transport_type': 'marshrutka'}, {'name': '23', 'transport_type': 'marshrutka'}]"
226453,v. Hriada,49.934298,24.042411,"[{'name': '63', 'transport_type': 'marshrutka'}]"
226455,v. Volia-Homuletska (kintseva),49.927965,23.994129,"[{'name': '63', 'transport_type': 'marshrutka'}]"
226576,Novovoznesenska St,49.854825,24.046709,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226588,Piatyi park,49.834796,23.960678,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226589,Piatyi park,49.834537,23.960076,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226590,Kolektorna,49.831703,23.955899,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226591,Kolektorna,49.831674,23.955526,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226592,Lvivteploenerho,49.829428,23.949213,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226593,Lvivteploenerho,49.830388,23.950279,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226594,Servisnyi tsentr MVS,49.831126,23.945703,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226596,Proteznyi Zavod,49.836815,23.968738,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226597,Roztochchia,49.877286,24.042994,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226598,Nyzynna,49.83914,23.96964,"[{'name': '17', 'transport_type': 'marshrutka'}]"
226600,"Viry, Nadii, Liubovi",49.876178,24.036351,"[{'name': '19', 'transport_type': 'marshrutka'}]"
226627,Maloholoskivska St,49.864957,24.008233,"[{'name': '12', 'transport_type': 'marshrutka'}]"
226629,Ivana Franka Square,49.829699,24.031267,"[{'name': '30', 'transport_type': 'marshrutka'}]"
226644,Lysenka St,49.842776,24.036155,"[{'name': '45', 'transport_type': 'marshrutka'}]"
226645,Barvinskykh St,49.843749,24.044196,"[{'name': '45', 'transport_type': 'marshrutka'}]"
226646,Maksyma Kryvonosa St,49.845729,24.040793,"[{'name': '45', 'transport_type': 'marshrutka'}]"
226647,Maksyma Kryvonosa St,49.846154,24.040882,"[{'name': '45', 'transport_type': 'marshrutka'}]"
